Deklaracja ścieżek;Kontrola deklaracji ścieżek (pliki *.pth i *.pti);exec('pth','%release');;;;;;;;;
Katalog;Plik;Nr linii;Linia;Linia;Typ;Element;Opis;Zapis poprawny;;;
bl_proj_dok_nr;bl_proj_dok_nr;skid_pro;F;Nie odnaleziono pliku skid_pro.fml;N;;;;;;
bl_proj_dok_ur;bl_proj_dok_ur;skid_pro;F;Nie odnaleziono pliku skid_pro.fml;N;;;;;;
bl_proj_poz_lp;bl_proj_poz_lp;skid_pro;F;Nie odnaleziono pliku skid_pro.fml;N;;;;;;
bl_proj_poz_wa;bl_proj_poz_wa;skid_pro;F;Nie odnaleziono pliku skid_pro.fml;N;;;;;;
bl_przetarg;bl_przetarg;zam_pub;F;Nie odnaleziono pliku zam_pub.fml;N;;;;;;
bl_przetarg_sym;bl_przetarg_sym;zam_pub;F;Nie odnaleziono pliku zam_pub.fml;N;;;;;;
bl_sek_dok;bl_dok;sekret1;F;Nie odnaleziono pliku sekret1.fml;N;;;;;;
bl_sekkon_kons;bl_skon;sekret3;F;Nie odnaleziono pliku sekret3.fml;N;;;;;;
bl_sekkus;bl_sekkus;sekret3;F;Nie odnaleziono pliku sekret3.fml;N;;;;;;
bl_sekret;bl_sekret;sekret2;F;Nie odnaleziono pliku sekret2.fml;N;;;;;;
bl_sekret_kons;bl_sekret;sekret3;F;Nie odnaleziono pliku sekret3.fml;N;;;;;;
bl_sekus;bl_sekus;sekret3;F;Nie odnaleziono pliku sekret3.fml;N;;;;;;
bl_tajne_kons;bl_tajne;sekret3;F;Nie odnaleziono pliku sekret3.fml;N;;;;;;
bl_time_kons;bl_time;sekret3;F;Nie odnaleziono pliku sekret3.fml;N;;;;;;
bl_udt;bl_udt;zam_pub;F;Nie odnaleziono pliku zam_pub.fml;N;;;;;;
bl_udt_poz_kon;bl_udt_poz_kon;zam_pub;F;Nie odnaleziono pliku zam_pub.fml;N;;;;;;
bl_udt_poz_pocz;bl_udt_poz_pocz;zam_pub;F;Nie odnaleziono pliku zam_pub.fml;N;;;;;;
bl_utw_kons;bl_utw_k;sekret3;F;Nie odnaleziono pliku sekret3.fml;N;;;;;;
bl_w_gr_reg;bl_w_gr_reg;skid_kns;F;Nie odnaleziono pliku skid_kns.fml;N;;;;;;
bl_w_model_mbn;bl_w_model_mbn;skid_kns;F;Nie odnaleziono pliku skid_kns.fml;N;;;;;;
bl_xbrl_el;bl_xbrl_el;xbrl;F;Nie odnaleziono pliku xbrl.fml;N;;;;;;
bl_xbrl_nag;bl_xbrl_nag;xbrl;F;Nie odnaleziono pliku xbrl.fml;N;;;;;;
br_k_hist;br_k_hist;skid_con;F;Nie odnaleziono pliku skid_con.fml;N;;;;;;
br_proj_skidxd;br_proj_skidxd;projekty_ref;P;W pliku projekty_ref.fml nie odnaleziono procedury \br_proj_skidxd.;N;;;;;;
br_reg_wyk;br_reg_wyk;skid_kns;F;Nie odnaleziono pliku skid_kns.fml;N;;;;;;
bv_przetag_not;bv_przetag_not;zam_pub;F;Nie odnaleziono pliku zam_pub.fml;N;;;;;;
bv_przetarg_o;bv_przetarg_o;zam_pub;F;Nie odnaleziono pliku zam_pub.fml;N;;;;;;
bv_przetarg_p;bv_przetarg_p;zam_pub;F;Nie odnaleziono pliku zam_pub.fml;N;;;;;;
bv_w_regwyk;bv_w_regwyk;skid_kns;F;Nie odnaleziono pliku skid_kns.fml;N;;;;;;
etp_atr_ag_section;etp_atr_ag_section;obiegi2;P;W pliku obiegi2.fml nie odnaleziono procedury \etp_atr_ag_section.;N;;;;;;
etp_atr_be_section;etp_atr_be_section;obiegi2;P;W pliku obiegi2.fml nie odnaleziono procedury \etp_atr_be_section.;N;;;;;;
etp_atr_bg_section;etp_atr_bg_section;obiegi2;P;W pliku obiegi2.fml nie odnaleziono procedury \etp_atr_bg_section.;N;;;;;;
f3_grps_sek;f3_grps_sek;sekret1;F;Nie odnaleziono pliku sekret1.fml;N;;;;;;
f3_kh_kanc;f3_kh_kanc;sekret1;F;Nie odnaleziono pliku sekret1.fml;N;;;;;;
f3_krdauth_pth;f3_krdauth_pth;krd;F;Nie odnaleziono pliku krd.fml;N;;;;;;
f3_regwyl_maska;f3_regwyl_maska;skid_kns;F;Nie odnaleziono pliku skid_kns.fml;N;;;;;;
f3_srdt_wydruk;f3_wydruki;!zws_par_fttd;P;W pliku !zws_par_fttd.fml nie odnaleziono procedury \f3_wydruki.;N;;;;;;
filtrPlanGrOp;filtrPlanGrOp;gr_oper;F;Nie odnaleziono pliku gr_oper.fml;N;;;;;;
gbd_reg_wyk;gbd_reg_wyk;skid_kns;F;Nie odnaleziono pliku skid_kns.fml;N;;;;;;
get_krd_kh;get_krd_kh;krd;F;Nie odnaleziono pliku krd.fml;N;;;;;;
grup_dod;grup_dod;grup_zm;F;Nie odnaleziono pliku grup_zm.fml;N;;;;;;
grup_zm;grup_zm;grup_zm;F;Nie odnaleziono pliku grup_zm.fml;N;;;;;;
kh_kolor;kh_kolor;sekret2;F;Nie odnaleziono pliku sekret2.fml;N;;;;;;
krd_auth;krd_auth;krd;F;Nie odnaleziono pliku krd.fml;N;;;;;;
krd_details;krd_details;krd;F;Nie odnaleziono pliku krd.fml;N;;;;;;
krd_view;krd_view;krd;F;Nie odnaleziono pliku krd.fml;N;;;;;;
kzp_f3;kzp_f3;kzp;F;Nie odnaleziono pliku kzp.fml;N;;;;;;
kzp_po;kzp_po;kzp;F;Nie odnaleziono pliku kzp.fml;N;;;;;;
kzp_po_add;kzp_po_add;kzp;F;Nie odnaleziono pliku kzp.fml;N;;;;;;
kzp_po_del;kzp_po_del;kzp;F;Nie odnaleziono pliku kzp.fml;N;;;;;;
kzp_po_put;kzp_po_put;kzp;F;Nie odnaleziono pliku kzp.fml;N;;;;;;
kzp_pr;kzp_pr;kzp;F;Nie odnaleziono pliku kzp.fml;N;;;;;;
kzp_pr_add;kzp_pr_add;kzp;F;Nie odnaleziono pliku kzp.fml;N;;;;;;
kzp_pr_del;kzp_pr_del;kzp;F;Nie odnaleziono pliku kzp.fml;N;;;;;;
kzp_pr_f3;kzpprf3;kzp;F;Nie odnaleziono pliku kzp.fml;N;;;;;;
kzp_pr_por;kzpprpo;kzp;F;Nie odnaleziono pliku kzp.fml;N;;;;;;
kzp_pr_pr;kzpprpr;kzp;F;Nie odnaleziono pliku kzp.fml;N;;;;;;
kzp_pr_put;kzp_pr_put;kzp;F;Nie odnaleziono pliku kzp.fml;N;;;;;;
kzp_pr_pw;kzpprpw;kzp;F;Nie odnaleziono pliku kzp.fml;N;;;;;;
kzp_pw;kzp_pw;kzp;F;Nie odnaleziono pliku kzp.fml;N;;;;;;
kzp_wp;kzp_wp;kzp;F;Nie odnaleziono pliku kzp.fml;N;;;;;;
lokal;lokal;sekret;F;Nie odnaleziono pliku sekret.fml;N;;;;;;
nr_ewid;nr_ewid;kzp;F;Nie odnaleziono pliku kzp.fml;N;;;;;;
potwWykGrOp;potwWykGrOp;gr_oper;F;Nie odnaleziono pliku gr_oper.fml;N;;;;;;
rej2firma;rej2firma;skid_kns;F;Nie odnaleziono pliku skid_kns.fml;N;;;;;;
rejWykGrOp;rejWykGrOp;gr_oper;F;Nie odnaleziono pliku gr_oper.fml;N;;;;;;
sam_ww_show;sam_ww_show;samochody;P;W pliku samochody.fml nie odnaleziono procedury \sam_ww_show.;N;;;;;;
sek_ae_dok;ae_dok;sekret1;F;Nie odnaleziono pliku sekret1.fml;N;;;;;;
sek_be_doks;be_doks;sekret1;F;Nie odnaleziono pliku sekret1.fml;N;;;;;;
sek_bl_user;bl_suser;sekret2;F;Nie odnaleziono pliku sekret2.fml;N;;;;;;
sekrek_kolor;qkh_kolor;sekret2;F;Nie odnaleziono pliku sekret2.fml;N;;;;;;
spr_umm_rec;spr_umm_rec;umowy_miejskie;P;W pliku umowy_miejskie.fml nie odnaleziono procedury \spr_umm_rec.;N;;;;;;
u_rej_przetarg;u_rej_przetarg;zam_pub;F;Nie odnaleziono pliku zam_pub.fml;N;;;;;;
us_after_edit;us_after_edit;war_tech;F;Nie odnaleziono pliku war_tech.fml;N;;;;;;
us_before_edit;us_before_edit;war_tech;F;Nie odnaleziono pliku war_tech.fml;N;;;;;;
wykPlanGrOp;wykPlanGrOp;gr_oper;F;Nie odnaleziono pliku gr_oper.fml;N;;;;;;
wyk_akc;wyk_akc;skid_kns;F;Nie odnaleziono pliku skid_kns.fml;N;;;;;;
wyk_anuluj;wyk_anuluj;skid_kns;F;Nie odnaleziono pliku skid_kns.fml;N;;;;;;
wyk_poz_dok;wyk_poz_dok;skid_kns;F;Nie odnaleziono pliku skid_kns.fml;N;;;;;;
wyk_zakres;wyk_zakres;skid_kns;F;Nie odnaleziono pliku skid_kns.fml;N;;;;;;
wz_regwyl_maska;wz_regwyl_maska;skid_kns;F;Nie odnaleziono pliku skid_kns.fml;N;;;;;;
~    PRZ;prz_wysw;zlec_rh;P;W pliku zlec_rh.fml nie odnaleziono procedury \prz_wysw.;N;;;;;;
CZY_KNAG;czy_knag;knag;F;Nie odnaleziono pliku knag.fml;N;;;;;;
DESC_FKS_ROZ_DARK;desc;!fks_roz_dark;P;W pliku !fks_roz_dark.fml nie odnaleziono procedury \desc.;N;;;;;;
DESC_FKS_ROZ_ZARK;desc;!fks_roz_zark;P;W pliku !fks_roz_zark.fml nie odnaleziono procedury \desc.;N;;;;;;
DESC_OBE_FAW_CPRO;desc;!obe_faw_cpro;P;W pliku !obe_faw_cpro.fml nie odnaleziono procedury \desc.;N;;;;;;
DESC_OBE_FAW_ZAMK;desc;!obe_faw_zamk;P;W pliku !obe_faw_zamk.fml nie odnaleziono procedury \desc.;N;;;;;;
DESC_OBE_FAW_ZBRP;desc;!obe_faw_zbrp;P;W pliku !obe_faw_zbrp.fml nie odnaleziono procedury \desc.;N;;;;;;
DESC_OBE_FDL_CPRO;desc;!obe_fdl_cpro;P;W pliku !obe_fdl_cpro.fml nie odnaleziono procedury \desc.;N;;;;;;
DOK_KN;dok_kn;knag;F;Nie odnaleziono pliku knag.fml;N;;;;;;
EDIII_USUN;ediii_usun;edi_wspolne;P;W pliku edi_wspolne.fml nie odnaleziono procedury \ediii_usun.;N;;;;;;
KNP_SAVE;knp_save;dokum;P;W pliku dokum.fml nie odnaleziono procedury \knp_save.;N;;;;;;
LMG_MAG_PMAG_DESC;desc;!lmg_mag_pmag;P;W pliku !lmg_mag_pmag.fml nie odnaleziono procedury \desc.;N;;;;;;
LMG_OPK_DPOP_DESC;desc;!lmg_opk_dpop;P;W pliku !lmg_opk_dpop.fml nie odnaleziono procedury \desc.;N;;;;;;
LMO_PAL_DPAL_DESC;desc;!lmo_pal_dpal;P;W pliku !lmo_pal_dpal.fml nie odnaleziono procedury \desc.;N;;;;;;
LTR_MOC_PMOC_DESC;desc;!ltr_moc_pmoc;P;W pliku !ltr_moc_pmoc.fml nie odnaleziono procedury \desc.;N;;;;;;
LTR_TRA_PZLE_DESC;desc;!ltr_tra_pzle;P;W pliku !ltr_tra_pzle.fml nie odnaleziono procedury \desc.;N;;;;;;
LTR_ZLE_PMAG_DESC;desc;!ltr_zle_pmag;P;W pliku !ltr_zle_pmag.fml nie odnaleziono procedury \desc.;N;;;;;;
LTR_ZLE_PZLE_DESC;desc;!ltr_zle_pzle;P;W pliku !ltr_zle_pzle.fml nie odnaleziono procedury \desc.;N;;;;;;
LZK_CEN_DCDS_TODO;desc;!lzk_cen_dcds;P;W pliku !lzk_cen_dcds.fml nie odnaleziono procedury \desc.;N;;;;;;
OBE_FAP_ZSEL;main;!obe_fap_zsel;F;Nie odnaleziono pliku !obe_fap_zsel.fml;N;;;;;;
OBE_FDL_ZBSP_DESC;desc;!obe_fdl_zbsp;P;W pliku !obe_fdl_zbsp.fml nie odnaleziono procedury \desc.;N;;;;;;
OBE_FDL_ZPSP_DESC;desc;!obe_fdl_zpsp;P;W pliku !obe_fdl_zpsp.fml nie odnaleziono procedury \desc.;N;;;;;;
PO_KOR;po_kor;rejestry;P;W pliku rejestry.fml nie odnaleziono procedury \po_kor.;N;;;;;;
PPK_GRP_A25B_DESC;desc;!ppk_grp_a25b;P;W pliku !ppk_grp_a25b.fml nie odnaleziono procedury \desc.;N;;;;;;
PPK_GRP_A25W_DESC;desc;!ppk_grp_a25w;P;W pliku !ppk_grp_a25w.fml nie odnaleziono procedury \desc.;N;;;;;;
PPK_GRP_AUPO_DESC;desc;!ppk_grp_aupo;P;W pliku !ppk_grp_aupo.fml nie odnaleziono procedury \desc.;N;;;;;;
PR_IDZP;pr_idzp;!zws_par_kmtr;P;W pliku !zws_par_kmtr.fml nie odnaleziono procedury \pr_idzp.;N;;;;;;
RH_AE_N;rh_ae_n;zlec_rh;P;W pliku zlec_rh.fml nie odnaleziono procedury \rh_ae_n.;N;;;;;;
RH_BL_N;rh_bl_n;zlec_rh;P;W pliku zlec_rh.fml nie odnaleziono procedury \rh_bl_n.;N;;;;;;
ZWS_BIL_DOKG_DESC;desc;!zws_bil_dokg;F;Nie odnaleziono pliku !zws_bil_dokg.fml;N;;;;;;
ZWS_BIL_DOKG_MAIN;main;!zws_bil_dokg;F;Nie odnaleziono pliku !zws_bil_dokg.fml;N;;;;;;
ZWS_BIL_DOKK_DESC;desc;!zws_bil_dokk;F;Nie odnaleziono pliku !zws_bil_dokk.fml;N;;;;;;
ZWS_BIL_DOKK_MAIN;main;!zws_bil_dokk;F;Nie odnaleziono pliku !zws_bil_dokk.fml;N;;;;;;
ZWS_BIL_DOKS_AI;action_invalidate;!zws_bil_doks;P;W pliku !zws_bil_doks.fml nie odnaleziono procedury \action_invalidate.;N;;;;;;
ZWS_BIL_DOKS_AS;action_send;!zws_bil_doks;P;W pliku !zws_bil_doks.fml nie odnaleziono procedury \action_send.;N;;;;;;
ZWS_BIL_DOKS_AV;action_verify;!zws_bil_doks;P;W pliku !zws_bil_doks.fml nie odnaleziono procedury \action_verify.;N;;;;;;
be_wy;be_wy;obiegi2;P;W pliku obiegi2.fml nie odnaleziono procedury \be_wy.;N;;;;;;
jpk_gtu;jpk_gtu;obiegi2;P;W pliku obiegi2.fml nie odnaleziono procedury \jpk_gtu.;N;;;;;;
jpk_pro;jpk_pro;obiegi2;P;W pliku obiegi2.fml nie odnaleziono procedury \jpk_pro.;N;;;;;;
jpk_td;jpk_td;obiegi2;P;W pliku obiegi2.fml nie odnaleziono procedury \jpk_td.;N;;;;;;
jpkbgtu;jpkbgtu;obiegi2;P;W pliku obiegi2.fml nie odnaleziono procedury \jpkbgtu.;N;;;;;;
jpkbpro;jpkbpro;obiegi2;P;W pliku obiegi2.fml nie odnaleziono procedury \jpkbpro.;N;;;;;;
jpkbtd;jpkbtd;obiegi2;P;W pliku obiegi2.fml nie odnaleziono procedury \jpkbtd.;N;;;;;;
paytel_pair;paytel_pair;pos_pay;P;W pliku pos_pay.fml nie odnaleziono procedury \paytel_pair.;N;;;;;;
#@#@#@;#@#@#@;#@#@#@;#@#@#@;#@#@#@;#@#@#@;#@#@#@;#@#@#@;#@#@#@;#@#@#@;#@#@#@;#@#@#@
DEF: Rekord - przed _a;Rekord - przed - kontrola parametru;exec('def__a_ae','%release');;;;;;;;;
Tabela;Okno;Akcja dla pustej dziedziny;Formuła;Nazwa procedury;Nazwa pliku;Treść formuły;Wartość parametru;Komentarz do parametru;Typ błędu;Opis;Zapis poprawny
ALG_PAR;PAR_ALL;N;PFORM_RE;pform_rp;!zws_par_fspr;*;*;*;B;Brak parametru.;N
ALG_PAR;PAR_KOL;N;PFORM_RE;pform_rp;!zws_par_fspr;*;*;*;B;Brak parametru.;N
ALG_PAR;PAR_PLAN;N;PFORM_RE;pform_rp;!zws_par_fspr;*;*;*;B;Brak parametru.;N
ALG_PAR;WER1;N;PFORM_RE;pform_rp;!zws_par_fspr;*;*;*;B;Brak parametru.;N
ALG_PAR;WER2;N;PFORM_RE;pform_rp;!zws_par_fspr;*;*;*;B;Brak parametru.;N
AN;WER;N;RKPRZ040;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ANWAR;SLO0;N;RKPRZ_AH;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ANWAR;SLO1;N;RKPRZ_AH;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ANZASPE;WER;N;RKPRZ_ANZASPE;rkprz_anzaspe;!zws_zas_anat;*;*;*;B;Brak parametru.;N
ANZH;SLO0;N;RKPRZ_ANZH;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ANZH;SLO1;N;RKPRZ_ANZH;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ANZH;WER0;N;RKPRZ_ANZH;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ANZH;WER1;N;RKPRZ_ANZH;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ANZMAT;WER;N;RKPRZ_ANZMAT;rkprz_anzmat;zl_kalk;*;*;*;B;Brak parametru.;N
ANZP;WER0;N;RKPRZ_ANZP1;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ANZP;WER1;N;RKPRZ_ANZP1;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ANZP;WERA;N;RKPRZ_ANZP1;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ANZP;WERP0;N;RKPRZ_ANZP2;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ANZP;WERP1;N;RKPRZ_ANZP2;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ANZTLS;WER;N;RKPRZ_ANZTLS;rkprz_anztls;zl_kalk;*;*;*;B;Brak parametru.;N
ANZTOU;WER;N;RKPRZ_ANZTOU;rkprz_anztou;zl_kalk;*;*;*;B;Brak parametru.;N
ANZTTO;WER;N;RKPRZ_ANZTTO;rkprz_anztto;zl_kalk;*;*;*;B;Brak parametru.;N
ANZWRK;WER;N;RKPRZ_ANZWRK;rkprz_anzwrk;zl_kalk;*;*;*;B;Brak parametru.;N
AN_ZAS;SLO;N;RKPRZ_AN_ZAS;rkprz_an_zas;zasoby_wspolne;*;*;*;B;Brak parametru.;N
AN_ZAS;WER;N;RKPRZ_AN_ZAS;rkprz_an_zas;zasoby_wspolne;*;*;*;B;Brak parametru.;N
AN_ZAS;WER_WYB;N;RKPRZ_AN_ZAS;rkprz_an_zas;zasoby_wspolne;*;*;*;B;Brak parametru.;N
AN_ZASP;WER;N;RKPRZ_AN_ZASP;rkprz_an_zasp;zasoby_wspolne;*;*;*;B;Brak parametru.;N
ATRUSE_E;WER;N;REK_WCEN;rek_wcen;skid2;*;*;*;B;Brak parametru.;N
ATRUSE_E;WER2;N;REK_WCEN;rek_wcen;skid2;*;*;*;B;Brak parametru.;N
ATRUSE_L;WER;N;RKPRZ_ATRUSE_L;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
ATRUSE_L;WERP;N;RKPRZ_ATRUSE_L;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
AUTOKSIE;WER;N;RKPRZ001A;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
AUTOKSIE;WERC;N;RKPRZ001A;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
AUTOKSIE;WERF3;N;RKPRZ001A;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
AUTOKSIE;WERF3C;N;RKPRZ001A;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
AV;AUTO;N;RKPRZ001A;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
AV;SLO;N;RKPRZ001A;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
B;B_WER;N;RKPRZ058;b_rekprz;!zws_par_kban;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
B;SLO;N;RKPRZ058;b_rekprz;!zws_par_kban;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
B;SLO1;N;RKPRZ058;b_rekprz;!zws_par_kban;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
B;SLO2;N;RKPRZ058;b_rekprz;!zws_par_kban;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
B;SLO3;N;RKPRZ058;b_rekprz;!zws_par_kban;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
B;WER;N;RKPRZ058;b_rekprz;!zws_par_kban;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
B;WER2;N;RKPRZ058;b_rekprz;!zws_par_kban;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
BANORG;WER;N;RKPRZ058;b_rekprz;!zws_par_kban;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
BANORG;WERG;N;RKPRZ058;b_rekprz;!zws_par_kban;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
BI_TODO;WER;N;REK_TODO;todoRek;#bi_todo;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
BI_TODO;WER_ALL;N;REK0TODO;todoRek;#bi_todo;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
BI_TODO;WER_LANG;N;REK_TODO;todoRek;#bi_todo;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
BI_TODO;WER_PREL;N;REK0TODO;todoRek;#bi_todo;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
BI_TODO;WER_VIEW;N;REK0TODO;todoRek;#bi_todo;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
BUD;WER;N;SLAPLSLU;slaplslu;!zws_par_fask;*;*;*;B;Brak parametru.;N
BUD;WERSIK;N;SLAPLSLU;slaplslu;!zws_par_fask;*;*;*;B;Brak parametru.;N
BUFMG;WER;N;REKBUFMG;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
B_USRROL;WER_OBI;N;RKPRZ_OBI_USRROL;rkprz_obi_usrrol;obiegi_akc;*;*;*;B;Brak parametru.;N
B_USRROL;WER_OBIW;N;RKPRZ_OBI_USRROL;rkprz_obi_usrrol;obiegi_akc;*;*;*;B;Brak parametru.;N
CDDEF;WER;N;cddef_rp;cddef_rp;cechy;*;*;*;B;Brak parametru.;N
CDWAR;WER;N;cdwar_rp;cdwar_rp;cechy;*;*;*;B;Brak parametru.;N
CON_FUN;WER;N;CONF_RPRZ;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
CON_FUNZ;WER;N;RPRZ_CON_FUNZ;rprz_con_funz;!ctr_pdm_patd;*;*;*;B;Brak parametru.;N
CON_FUNZ;WERG;N;RPRZ_CON_FUNZ;rprz_con_funz;!ctr_pdm_patd;*;*;*;B;Brak parametru.;N
DEFA;POW_WSK;N;POW_BER;pow_ber;skid_sik;*;*;*;B;Brak parametru.;N
DEFAULT;WER;N;RKPES016;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
DEFK;WER;N;br_defk;br_defk;!zws_par_fspr;*;*;*;B;Brak parametru.;N
DEFW;DEF_WAR0;N;RKPRZ003a;defw_ber;!zws_par_fspr;*;*;*;B;Brak parametru.;N
DEFW;DEF_WAR1;N;RKPRZ003a;defw_ber;!zws_par_fspr;*;*;*;B;Brak parametru.;N
DEFW;DEF_WAR2;N;RKPRZ003a;defw_ber;!zws_par_fspr;*;*;*;B;Brak parametru.;N
DEFW;DEF_WAR3;N;RKPRZ003a;defw_ber;!zws_par_fspr;*;*;*;B;Brak parametru.;N
DEFW;DEF_WAR4;N;RKPRZ003a;defw_ber;!zws_par_fspr;*;*;*;B;Brak parametru.;N
DEFW;DEF_WAR5;N;RKPRZ003a;defw_ber;!zws_par_fspr;*;*;*;B;Brak parametru.;N
DEFW;SLO;N;RKPRZ003a;defw_ber;!zws_par_fspr;*;*;*;B;Brak parametru.;N
DEFW;SLO1;N;RKPRZ003a;defw_ber;!zws_par_fspr;*;*;*;B;Brak parametru.;N
DEFW;SLOTEN;N;RKPRZ003a;defw_ber;!zws_par_fspr;*;*;*;B;Brak parametru.;N
DEFW;WER;N;RKPRZ003a;defw_ber;!zws_par_fspr;*;*;*;B;Brak parametru.;N
DEFW;WER1;N;RKPRZ003a;defw_ber;!zws_par_fspr;*;*;*;B;Brak parametru.;N
DEFW;WER1_B;N;RKPRZ003a;defw_ber;!zws_par_fspr;*;*;*;B;Brak parametru.;N
DEFW;WERG;N;RKPRZ003a;defw_ber;!zws_par_fspr;*;*;*;B;Brak parametru.;N
DK;WER;N;POS_DK;pos_dk;magdok_poz;*;*;*;B;Brak parametru.;N
DK;WERPAL;N;POS_DK;pos_dk;magdok_poz;*;*;*;B;Brak parametru.;N
DK;WERSC;N;POS_DK;pos_dk;magdok_poz;*;*;*;B;Brak parametru.;N
DK;WERU;N;POS_DK;pos_dk;magdok_poz;*;*;*;B;Brak parametru.;N
DK;WER_DOK;N;POS_DK;pos_dk;magdok_poz;*;*;*;B;Brak parametru.;N
DK;WER_KOO;N;POS_DK;pos_dk;magdok_poz;*;*;*;B;Brak parametru.;N
DK;WER_POZ;N;POS_DK;pos_dk;magdok_poz;*;*;*;B;Brak parametru.;N
DK;WER_PROJ;N;SZUK_N;szuk_n;magdok_wspolne;*;*;*;B;Brak parametru.;N
DK;WER_REA;N;POS_DK;pos_dk;magdok_poz;*;*;*;B;Brak parametru.;N
DK;WER_SM;N;SZUK_N;szuk_n;magdok_wspolne;*;*;*;B;Brak parametru.;N
DK;WER_SMM;N;SZUK_N;szuk_n;magdok_wspolne;*;*;*;B;Brak parametru.;N
DK;WES;N;POS_DK;pos_dk;magdok_poz;*;*;*;B;Brak parametru.;N
DK;WESU;N;POS_DK;pos_dk;magdok_poz;*;*;*;B;Brak parametru.;N
DK_L;SLO;N;REK_DK_L;rek_dk_l;magdok_poz;*;*;*;B;Brak parametru.;N
DK_L;WER;N;REK_DK_L;rek_dk_l;magdok_poz;*;*;*;B;Brak parametru.;N
DK_L;WERB;N;REKDK_L;rekdk_l;magdok_wymiary;*;*;*;B;Brak parametru.;N
DK_LN;WER;N;REK_DKLN;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
DOK;C_REN;N;br_dok;br_dok;!fks_dks_zdok;*;*;*;B;Brak parametru.;N
DOK;C_REN1;N;br_dok;br_dok;!fks_dks_zdok;*;*;*;B;Brak parametru.;N
DOK;C_REN2;N;br_dok;br_dok;!fks_dks_zdok;*;*;*;B;Brak parametru.;N
DOK;C_REN_XD;N;RKPRZ053;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
DOK;C_WER1;N;RKPRZ000;rekprzed;color;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
DOKUM;WER;N;REK_DOKUM;rek_dokum;dokum_zal;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
DOKUM;WERK;N;REK_DOKUMK;rek_dokum;dokum_zal;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
DOKUM;WERK1;N;REK_DOKUMK;rek_dokum;dokum_zal;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
DOKUM;WERK1X;N;REK_DOKUMK;rek_dokum;dokum_zal;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
DOKUM;WERK2;N;REK_DOKUMK;rek_dokum;dokum_zal;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
DOKUM;WERK3;N;REK_DOKUMK;rek_dokum;dokum_zal;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
DOKUM;WERK4;N;REK_DOKUMK;rek_dokum;dokum_zal;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
DOKUM;WER_U;N;REK_DOKUMK;rek_dokum;dokum_zal;*;*;*;W;Wartość parametru różna od oczekiwanej.;N
